moldb_smiles,DRUG
CS(=O)(=O)NC1=CC=C2NC(=NS(=O)(=O)C2=C1)C1=C(O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2N(CC2=CC=C(F)C=C2)C1=O,Setrobuvir
FC(F)C(F)(F)COC1=CC=CC(CNCCC2=CNC3=CC(F)=CC=C23)=C1,Idalopirdine
COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,Nilvadipine
,Wood creosote
OC(=O)CSCC(=O)NC1CCSC1=O,Erdosteine
C[C@@]12CC[C@@H](CC1)C(C)(C)O2,Eucalyptol
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,Tilmicosin
,Felis catus hair
CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC=C(\C=C\C4=CN=C5C=CC=CC5=C4)C=C3)=CN2C)C=C1C(=O)NCCN1CCOCC1,MGB-BP-3
FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC=C(C=C2)C2=CC=CC=C2)CC1,Paliroden
CN1N=C(SC1=NC(C)=O)S(N)(=O)=O,Methazolamide
,Cefilavancin
CC(C)(C)C1=CC(SC(C)(C)SC2=CC(=C(OC(=O)CCC(O)=O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,Succinobucol
CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,Flupirtine
,Parnaparin
O=[Cl]=O,Chlorine Dioxide
,"INFLUENZA A VIRUS A/BRISBANE/59/2007(H1N1) HEMAGGLUTININ ANTIGEN (UV,FORMALDEHYDE INACTIVATED)"
,Coagulation factor X human
CCN1C(=CC2=C3N(C)C=NC3=C(NC3=NN(C)C(C)=C3)N=C12)C(=O)N(C1CC1)C1CC1,BMS-911543
[Sb+5],Pentavalent Antimony
COC1=CC(=CC=C1NC1=NC=C(C(NC2=CC=CC(NC(=O)C=C)=C2)=N1)C(F)(F)F)N1CCN(CC1)C(C)=O,Rociletinib
CCCCCCOC1=CC(C)=C(O)C(C)=C1C,HX-1171
C[N+]1=C(\C=N\O)C=CC=C1,Pralidoxime
CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,Tolnaftate
OC(=O)CCCCCCCCC=C,Undecylenic acid
N=C1N=NNN1C1=CC=CC=C1,Fenamole
CO[C@]1(NC(=O)CSC(F)F)[C@H]2OCC(CSC3=NN=NN3CCO)=C(N2C1=O)C(O)=O,Flomoxef
,Neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen
NC1=NC(NC2CC2)=C2N=CN([C@@H]3C[C@H](COC(=O)CO)C=C3)C2=N1,Abacavir hydroxyacetate
CCCC1=C(O)C(=CC=C1SCCCOC1=C(CCC)C(OCCCC(O)=O)=C(C=C1)C(C)=O)C(C)=O,Tipelukast
CCCCOC1=C(OCCCC)C(=O)C1=O,Squaric Acid Dibutyl Ester
,Tifacogin
,FM-VP4
O=C1CC2=C3O[C@@H](CNCC4=CC=CC=C4)COC3=CC=C2N1,Aplindore
N[C@H](CCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O)C(O)=O,Golotimod
,Placulumab
C(C1=CNC2=CC=CC=C12)C1=CNC2=CC=CC=C12,"3,3'-diindolylmethane"
CC1(CCCC2=CC(=O)OC3=C2C(=O)NC(=O)N3)CC1,SCH-900271
CN1CCCC1=O,Methyl pyrrolidone
,Ferrous asparto glycinate
OC(=O)CCC(O)=O,Succinic acid
[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,Copper gluconate
,Carbomer homopolymer type C
,PTI-801
NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O,Sulthiame
,Solnatide
C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(O)(O)=O,Tenofovir
NC1=NC(N)=C2N=CN([C@H]3CO[C@@H](CO)O3)C2=N1,Amdoxovir
CC1=C(CC[C@@H]2CNC3=C(C2)C(=O)NC(N)=N3)SC(=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Pelitrexol
ClC1=COC2=CC=CC=C2C(=O)N1CCCCN1CCC(=CC1)C1=CC=CC=N1,Piclozotan
[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,Flunisolide
,LX201
,KD7040
,TA-NIC
CN1C=C(C=N1)C1=C2N=C([C@@H]3CCCNC3)C(Br)=C(N)N2N=C1,MK-8776
,Capromab pendetide
CC(N)C12CC3CC(CC(C3)C1)C2,Rimantadine
CCCCP(O)(=O)CCCN,SGS-742
[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,Atracurium besylate
[H][C@]1(C)COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2C1(N)CC1,Pazufloxacin
,"Sodium phosphate, monobasic, unspecified form"
[O-]P([O-])([O-])=O,Phosphate ion
OS(=O)(=O)CCS[C@H]1CCO[P@@](=O)(N1)N(CCCl)CCCl,Mafosfamide
[H][C@]1(N)C[C@]([H])(O[C@]2([H])[C@]([H])(C)O[C@]([H])(C[C@]2([H])O)O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=CC=CC=C2C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O,Sabarubicin
CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,Aminoglutethimide
FC1=CC=C(CCN2CCN(CC2)C(=O)C2=C3NC=C(C#N)C3=CC=C2)C=C1,Pruvanserin
[H][C@]12CCC[C@H](N1C(=O)[C@H](CC1=C2C=CC=C1)NC(=O)[C@@H](SC(C)=O)C(C)C)C(O)=O,Ilepatril
,"Synthetic Conjugated Estrogens, A"
CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC(=O)C4=CC(NC(=O)C(Br)=C)=CN4C)=CN3C)=CN2C)C=C1C(=O)NCCNC(N)=N,Brostallicin
C[C@@H]1CN(CCN1S(=O)(=O)C1=CC=CC(=C1)[C@@](C)(O)C(F)(F)F)C1=CC=C(F)C=C1C(F)(F)F,HSD-016
,Echinacea purpurea
CCN(C(=O)C1=C(O)C2=C(CC)C=CC=C2N(C)C1=O)C1=CC=CC=C1,Paquinimod
[H][C@@](O)(CO)[C@@]([H])(OC)[C@]1([H])OC(=C[C@]([H])(NC(N)=N)[C@@]1([H])N=C(C)O)C(O)=O,Laninamivir
CS(=O)(=O)N1CCC2=C(N=C(N=C12)N1CCOCC1)C1=CNC(=N)N=C1,CH-5132799
ClC1=NC(=CN=C1)N1CCNCC1,MK-212
CC[C@@H](C)O,2-Butanol
C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1,Phendimetrazine
COC1=C(O)C=CC=C1,Guaiacol
CS(=O)(=O)NC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@@H](O)COC2=CC=CC=C2)[C@H](O)CC1=O,Sulprostone
,MM-093
[H][C@]1(CO)O[C@@]([H])(N2C=C3C4=C(N=CN=C24)N(C)NC3=N)[C@]([H])(O)[C@]1([H])O,Triciribine
,Calaspargase pegol
CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,Sincalide
,Polysorbate 80
CN(C)CCNC(=O)COC1=C2CC3=CC=CC(CC4=CC=CC(CC5=C(OCC(=O)NCCN(C)C)C(CC1=CC=C2)=CC=C5)=C4OCC(=O)NCCN(C)C)=C3OCC(=O)NCCN(C)C,OTX-008
CC(C)N1C(C)=NC2=C(N=C(N=C12)N1CCOCC1)C1=CN=C(N)N=C1,VS-5584
OC(=O)\C=C\C(O)=O,Fumaric Acid
,Samalizumab
CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=C(C(O)=CC=C1)C3=O,Aclarubicin
O=C(N1CCOCC1)C1=CC2=NON=C2C=C1,CX717
[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Dexamethasone acetate
COC1=CC(O)=C2C(=O)OC(=CC2=C1)C(C)C(O)=O,NM-3
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCC1=CC=CC=C1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,Soblidotin
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])C[C@@H](O)CC[C@]12C,7-beta-Hydroxyepiandrosterone
,DP-VPA
CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1,Emodin
,CX501
,Atl146e
,INCB7839
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)N2C=C(N=N2)C2=CC=CC(F)=C2)[C@H](O)[C@H]([C@H]1O)N1C=C(N=N1)C1=CC(F)=CC=C1,TD-139
,Wheat
COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C,Encainide
OC1=NC(=O)N(N=C1)C1=CC(Cl)=C(C(C#N)C2=CC=C(Cl)C=C2)C(Cl)=C1,Diclazuril
CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,Glyceryl Trierucate
C[N+](C)(C)CCOC(N)=O,Carbamoylcholine
CC(C)(C)C1=CC=C(CN(CC2=CC=CC(OCC(O)=O)=C2)S(=O)(=O)C2=CC=CN=C2)C=C1,Evatanepag
OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNCC1=CC=C([123I])C=C1)C(O)=O)C(O)=O,Iofolastat I-123
,ICA-105665
COC1=CC=C(NC(=O)[C@H](CCCCN)NC(=O)C2=CC(NC(=O)[C@H](CCCCN)NC(=O)C3=CC(NC(=O)[C@H](CCCCN)NC(=O)C4=CC(NC(=O)[C@@H](N)CCCCN)=CC=C4OC)=CC=C3OC)=CC=C2OC)C=C1C(N)=O,Delparantag
CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12,Umifenovir
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,Rebimastat
,ING-1
CC(C)C1=CC=C(C=C1)C1=NC(=O)N(CC2=CC=C3N=C(Br)C=NC3=C2)C2=CC=C(OCC#C)C=C12,ATX-914
[H][C@@]1(O)[C@]([H])(O)[C@]([H])(O[C@@]1([H])N1C=NC2=C(NCC(C3=CC=CC=C3)C3=CC=CC=C3)N=C(N=C12)C(=O)NCCN=C(O)NC1CCN(CC1)C1=CC=CC=N1)C(O)=NCC,UK-432097
CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NCC3=CC=CC(I)=C3)N=C(Cl)N=C12,CF-102
[H][C@](CCCN)(CC1=CN(CCC)C=N1)C(O)=O,"UK-396,082"
COC1=CC=C(Br)C=C1NC(=O)NC1=C2C=CN(CC3=CC=NC(N)=C3)C2=CC=C1,CGI-1842
FC1=CN2C=C(CCC#CC3=CC=CC=N3)N=C2C=C1,Dipraglurant
CCCCCCC(O)=O,Heptanoic Acid
,Influenza a virus a/victoria/361/2011 (h3n2) live (attenuated) antigen
,Influenza b virus b/wisconsin/1/2010 live (attenuated) antigen
OP(O)(=O)CP(O)(O)=O,Medronic acid
,TTP889
OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,Dopexamine
,Telbermin
O[C@@H]1[C@@H](CC2=CC=CC=C2)COC2=CC(=CC=C12)C1=CC(=CC=C1C(O)=O)C(F)(F)F,CP-195543
,XMT-1001
COC1=C2C=CC(=O)OC2=CC2=C1C=CO2,Bergapten
[H][C@](O)(CO)CN1C=NC2=C(C1=O)C(NC1=C(F)C=C(I)C=C1)=C(F)C(=O)N2C,TAK-733
[Fe++].NCC([O-])=O.NCC([O-])=O.OS(O)(=O)=O,Ferrous glycine sulfate
[H][C@@](C)(O)[C@@]([H])(NC1=C(C)C(Cl)=C(C=C1)C#N)C1=NN=C(O1)C1=CC=C(C=C1)C#N,RAD-140
,Goat milk
N[C@@H](CC1=CC([131I])=C(OC2=CC([131I])=C(O)C=C2)C([131I])=C1)C(O)=O,Liothyronine I-131
CCCCN1CCC(CNC(=O)C2=C3OCCCN3C3=CC=CC=C23)CC1,Piboserod
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,Estazolam
CCCCCCC(C)OC(=O)C(=C)C#N,2-octyl cyanoacrylate
[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C,Bevirimat
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,Colfosceril palmitate
OCC(O)CNC(=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(N(CC(O)CN(C=O)C2=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C2I)C=O)=C1I,Ioforminol
CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)(C)O)N(C)C(=O)[C@@H](SCCN(C)C)N(C)C1=O)C(C)C,SCY-635
CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCO,"3,7,11,15-Tetramethyl-Hexadecan-1-Ol"
CC(C)(C)NCC(O)C1=CC=CC=C1Cl,Tulobuterol
,Archexin
,Cotton
,Peppermint oil
[H][C@]1(COC2=C3N(CC)C(=NC3=C(N=C2)C#CC(C)(C)O)C2=NON=C2N)CCCNC1,GSK-690693
,Arnica montana flower
,Promestriene
CN1CCN(CCCCN2C(=O)CN(N=CC3=CC=C(O3)C3=CC=C(Cl)C=C3)C2=O)CC1,Azimilide
CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1,Roxatidine acetate
[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,Levorphanol
ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,Oxiconazole
CN1C=C(C=N1)C1=NN2C(SC3=CC=C4N=CC=CC4=C3)=NN=C2C=C1,SGX-523
C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1,Ritodrine
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,Propantheline
CNC(=O)C1=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C2I)=C(I)C(N(C)C(C)=O)=C1I,Ioxaglic acid
CCC(C)C(CC)C(N)=O,Valnoctamide
CC1=CC(=C(NCCCN)C=C1)[N+]([O-])=O,Epicept NP-1
OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl,Hexachlorophene
CCC1(CC2=CC=CC=C2C1)C1=CN=CN1,Atipamezole
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C(C)C,1alpha-Hydroxyvitamin D5
,Lawsonia inermis leaf
NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,Adenosine phosphate
[H]C(CCN(C)C)=C1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,Chlorprothixene
NC[C@@H](CC(O)=O)C1=CC=C(Cl)C=C1,L-Baclofen
,Wheat bran
CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=CC=C2C1=O,Balaglitazone
,Plantago ovata seed
CN1C2=C(N(CCCNCC(O)C3=CC(O)=CC(O)=C3)C=N2)C(=O)N(C)C1=O,Reproterol
[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCC([O-])=O,Glycocholic acid
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OS(N)(=O)=O)C=C3CC[C@@]21[H],Estradiol sulfamate
CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C2O,Rifamycin
CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,Dihomo-gamma-linolenic acid
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,Bromperidol
,Anthoxanthum odoratum pollen
,Dactylis glomerata pollen
,Poa pratensis pollen
CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C(=O)NCC(O)=O,Sivelestat
NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,Guanosine
CC1=CC=C(CN2N=C(CCCC3=CC=C(OC(C)(C)C(O)=O)C=C3)NC2=O)C=C1,LY-518674
CC(C)(C)C1=NN=C(O1)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NC3=CC=C(Cl)C=C3F)N=CN=C12,GW-493838
[Sb],Antimony
CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1,Pentoxyverine
[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O,Podofilox
CC1=NC2=C(C3=CC=CC=C3N2CC2=CC(=CC=C2)[C@H](C2CCCC2)C(=O)N[C@@H](CO)C2=CC=CC=C2)C(C)=C1,Implitapide
,Maxy-G34
[H][C@]1(CCC2=NN=NN2)CC[C@@]2([H])CN[C@@]([H])(C[C@@]2([H])C1)C(O)=O,Tezampanel
,Poliovirus type 3 antigen (formaldehyde inactivated)
,Poliovirus type 2 antigen (formaldehyde inactivated)
,Bordetella pertussis pertactin antigen
NC(CO)(CO)CO,Tromethamine
,Acacia
,Influenza a virus a/hong kong/4801/2014 x-263b (h3n2) antigen (formaldehyde inactivated)
,Somatrem
[H][C@](N)(CCC(O)=NCC)C(O)=O,Theanine
,AZX-100
[H][C@]12CS[C@@]([H])(CCCCC(O)=O)[C@@]1([H])NC(=N)N2,2-Iminobiotin
,Simoctocog Alfa
,Populus tremuloides pollen
FC1=CC=C2OCC[C@]3(NC(=O)NC3=O)C2=C1,Sorbinil
,Muplestim
CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C(Cl)=C1,Chlorproguanil
[Nb],Niobium
,Alipogene tiparvovec
NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,AICA ribonucleotide
COC1=CC(=CC(OC)=C1OC)C(CCCN(C)CCC1=CC(OC)=C(OC)C=C1)(C#N)C(C)C,Gallopamil
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC(OCCO)=C(OCCO)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Troxerutin
CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(=C2)C(=O)N(CCC(O)=O)C1=NC=CC=C1,Dabigatran
NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,Felbamate
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(OC(C)=O)=C(C)C(C)=C2O1,D-alpha-Tocopherol acetate
CN1C(NC2=CC=C(C=C2)C(F)(F)F)=NC2=CC(OC3=CC=NC(=C3)C3=NC=C(N3)C(F)(F)F)=CC=C12,RAF-265
,BLX-883
CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1,Dyclonine
[99Tc],Technetium Tc-99m
CC1=CC=CC(C)=C1N=C(O)CN1CCCC1=O,Nefiracetam
CC(C)[C@H](N)C(=O)O[C@@H]1C[C@H](O[C@H]1CO)N1C=CC(N)=NC1=O,Valtorcitabine
,Flax seed
CC(=O)C[C@@H](C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,(S)-Warfarin
[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,Meprednisone
,Binetrakin
NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,Cidofovir
[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,Reserpine
,Thymalfasin
CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,Nonoxynol-9
COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,Trimetrexate
NCCS,Cysteamine
OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O,Mitoxantrone
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,Amprenavir
CNNCC1=CC=C(C=C1)C(=O)NC(C)C,Procarbazine
,Interferon alfa-n1
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,Floxuridine
C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C,Bleomycin
CC1=C(C)C2=C(C=C1)C(=O)C1=CC=CC(CC(O)=O)=C1O2,Vadimezan
CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,Flutamide
NCCCNCCSP(O)(O)=O,Amifostine
CN1CC[C@@H]([C@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl,Alvocidib
[H][C@](N)(C(O)=O)C(C)(C)S,Penicillamine
N=C1NC2=C(N=CN2)C(OCC2=CC=CC=C2)=N1,6-O-benzylguanine
NCCCC[C@H](N)C(O)=O,L-Lysine
NCC(O)=O,Glycine
N[C@@H](CC(O)=O)C(O)=O,L-Aspartic Acid
N[C@@H](CO)C(O)=O,Serine
N[C@@H](CS)C(O)=O,L-Cysteine
N[C@@H](CCC(N)=O)C(O)=O,L-Glutamine
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,Vitamin E
,Ginkgo biloba
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,Sotalol
,Alemtuzumab
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,Diphenhydramine
[Zn],Zinc
COC(=O)C(C1CCCCN1)C1=CC=CC=C1,Methylphenidate
[H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C,Dextromethorphan
O,Water
CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N,Imiquimod
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,Glucosamine
[H]\C(=C(\C)[C@]1([H])C[C@]2([H])O[C@]2(C)CCC[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C(C)(C)[C@@]([H])(O)CC(=O)O1)C1=CSC(C)=N1,Patupilone
CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,Ibandronate
CN(CCCl)CCCl,Mechlorethamine
C[C@@H]1NC(C)(C)CO[C@@]1(O)C1=CC=CC(Cl)=C1,Radafaxine
CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,Sulindac
O=C1CSC(=O)N1,"2,4-thiazolidinedione"
CNC(=N)NCCC[C@H](N)C(O)=O,Tilarginine
,Daclizumab
,Antithrombin Alfa
NC1=CC(O)=C(C=C1)C(O)=O,Aminosalicylic Acid
,Darbepoetin alfa
CC1=CN(C(=O)C=C1)C1=CC=CC=C1,Pirfenidone
CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,Zileuton
NC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=N1,Tirapazamine
CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1,Edoxaban
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Mannitol
,Icodextrin
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,Haloperidol
[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],Mifepristone
OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,Lorazepam
CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,Remifentanil
FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,Paroxetine
