ndc11,DRUG
00049052083,Penicillin G Potassium
00173094755,Bupropion (Sustained Release)
00173093308,Valtrex
66689036430,UROXATRAL
00087277331,Avapro
37000002104,bismuth subsalicy
60793010501,Methimazole
51079000522,ASPIR
00904404073,ASPIR
59148000216,Pletal
23360015250,Vancomycin
00024279150,Ferric Gluconate
60505265400,traZODONE
00074233411,hydromorphone
00008121801,Methylnaltrexone
00025273234,Disopyramide CR
00083001630,Methylphenidate SR
61147800903,Papaverine HCl
51079055620,Pyridoxine Hcl
00182101701,Cyanocobalamin
00409405001,Clindamycin
00409357701,Tobramycin Sulfate
00074621213,Divalproex Sodium
00186151503,Lidocaine-Prilocaine
00004012549,Bumetanide
00067094915,olmesartan/hydrochlorothiazide
51079068420,BENICAR HCT
00677168201,Methenamine Mandelate
00187093801,Tasmar
23731605305,ACD-A 3% Flush
00338002304,D12W
00005460923,Propylthiouracil
00517013410,Iron Dextran Complex
00904404073,VESIcare
00015740320,Ampicillin Sodium
15127020017,calcium
51079037520,Chlordiazepoxide HCl
00338001731,D5W W 0.2% Albumin
00069265041,*NF* Nifedipine XL
00074130401,Hydromorphone PCA
00054839424,Hydromorphone HCl
00009307301,Methylprednisolone Acetate
00026063203,Hepatitis B Immune Globulin (Bayhep B)
00009361703,Cefpodoxime Proxetil
10432017002,Cholecalciferol (Vitamin D3)
00172443510,Metformin
00409662502,sodium bicarbonate
00597008214,PROPOFOL (*GENERIC*)
00046047399,Propranolol LA
00093117201,Penicillin V Potassium
51645090501,Thiamine
00003045051,Excedrin Migraine
00074382611,Divalproex Sodium ER
00074909461,Fentanyl PCA
11701005032,Critic-Aid Clear AF
63323018410,Folic 
00054858516,Morphine Sulfate
00078037606,Valsartan
49999004830,Methocarbamol
00007447120,Tranylcypromine Sulfate
00006003121,Prosom 
55499120401,Prosom 
00002850101,Insulin Regular Human (U-500)
63323038910,Ampicillin Sodium
00168008930,Nystatin-Triamcinolone Ointment
67767015101,NIFEdipine CR
51079098120,Lisinopril
00781345196,CefazoLIN
51079002720,quiniDINE Gluconate E.R.
50383068304,mult
00002831501,Insulin Human NPH
65597070118,WelChol
59148000235,Cilostazol
00002416530,Evista
63304020518,NEO*PO*Midazolam
00054353244,NEO*PO*Lorazepam Oral Concentrate
00054819316,Digoxin
00083002730,Carbamazepine
00338067104,Blue-Green Algae (Spirulina)
54569325100,Donnatol
00009006406,Medroxyprogesterone Acetate
00004024648,Saquinavir (Fortovase)
00074395977,Ritonavir/Lopinavir
00074395646,Ritonavir/Lopinavir
00004024515,Saquinavir (Invirase) Cap
00074395977,Kaletra
51079069120,Pyrazinamide
00068059701,Rifampin
00904553661,Naproxen
54569041702,DiCYCLOmine
00186091542,Pulmicort
00009770901,Nasonex
59930156001,Topiramate
64253033335,Topiramate
00173038701,Cefuroxime
00024540134,Budesonide (Pulmicort)
00024540134,Mometasone furoate (Nasonex)
00173037835,Ceftazidime
54569108800,Silver Sulfadiazine
54569108800,Lidocaine 1%
00904517416,DiphenhydrAMINE HCl
58177000104,POTASSIUM CHLORIDE
00300304613,Lansoprazole 
51079060220,Ampicillin
62037087201,Glipizide XL
00071052740,Quinapril
00003224011,Aztreonam
51479004215,Aztreonam
00409662502,sodium bic
24208075006,Atropine Sulfate Ophth 1%
58177000104,Potassium Phosphate
00074724101,Epinephrine HCl
00065041435,Lacri-Lube
00045050130,bimatoprost (Lumigan)
00168027338,Bacitracin/Polymyxin B Sulfate Opht. Oint
00998035415,Tropicamide 1 %
00310027139,Aralast
60505258700,Risperidone
00406851501,OxycoDONE (Immediate Release) 
00078044205,Methylphenidate SR
00054001720,Aralast
00904322035,Carbamide Peroxide 6.5%
52544047030,Testosterone 5mg Patch
50383068304,multivitamin
00641040025,Aloe Vesta 2-n-1 Skin Cond
65473069701,Bethanechol
00074325503,Tobramycin
00487980125,D5W
00487980125,Cisatracurium Besylate
00487980125,Famotidine
00487980125,Phytonadione
00487980125,NS
00487980125,Metronidazole
00597001314,Dextrose 5%
00597001314,Levofloxacin
00517391025,Potassium Chloride
00173032188,D5W
00338004904,Fentanyl Citrate
00338004904,Lorazepam
00338004904,Iso-Osmotic Sodium Chloride
00338004904,Thiamine HCl
00338004904,Folic Acid
00338004904,Multivitamin 12
00338004904,LR
00338004904,D5W
00338004904,Phenylephrine HCl
00338004904,Ampicillin Sodium
00074125901,Lorazepam
00074125901,D5W
00074321302,Diazepam
55045122403,bactrim
68084024711,Finasteride
00004026249,Torsemide
51079029072,Trimethobenzamide HCl
61570018601,Trimethobenzamide HCl
55326020025,Metronidazole Gel 0.75%-vaginal
00088222033,Apri
62584074601,Ibuprofen
00169750111,Insulin Aspart *NF* (for Insulin PUMP)
00074379501,Insulin Pump (Self Administering Medication)
60258000601,Insulin Pump (Self Administering Medication)
00168014231,micon
00052010630,Mirtazapine
23317033128,Hydrocortisone Oint 1%
00074382611,Divalproex Sodium
00085056605,Betamethasone Acet & Sod Phos
00409610204,Plasmanate
00074509216,Ceftazidime
00173037934,Ceftazidime
55390007310,Nasacort
10019048202,Vecuronium Bromide
50383068304,thera
00002144401,Vancomycin Enema
00002144401,Vancomycin
00005197067,Pneumococcal 7-Valent
63653117103,Apidra
51079090520,Phenytoin (Suspension)
00364064901,Trimethoprim
00641036725,basis soap
00034051625,Morphine Sulfate SR
00173019892,Cortisporin Otic Susp
50458030510,Risperidone
00074949202,Ritonavir
00093312701,Disopyramide Phosphate
54868381600,Disopyramide Phosphate
00074567102,NEO*IV*Hydrocortisone
00069311019,Neo*PO*Azithromycin
55390088110,NEO*IV*Levothyroxine
51079042420,cilos
00338022104,PlasmaLyte
61314063305,Gentamicin Sulf. Ophth. Soln
00004196401,Ceftriaxone Sodium
00496074804,Pramoxine
60267060066,Physostigmine Salicylate
00338005403,Pulmicort respules
00008084199,Pulmicort neb
60505250201,Leflunomide
00338001702,Dextrose 5%
51479004801,Aztreonam
51079081320,Peg-Intron
00074302401,Peg-Intron
51079090520,Peg-Intron
50458039530,Risperidone
00225029515,hyo
00074567102,FEMHRT 
00024030506,Danazol
12547015012,Hydrocortisone Acetate Ointment 1%
00074729501,NEO*PO*Potassium Phosphate
00054811616,NEO*PO*Calcium Carbonate Suspension
61958040101,Oxandrolone (Oxandrin)
00487950125,Prilosec
00064501015,Collagenase Ointment
00054816303,Cocaine HCl
00074177825,NEO*IV*Ampicillin Sodium
00074177825,Syringe (Neonatal) *D5W*
00074177825,Send 500mg Vial
00074177825,NEO*IV*Gentamicin
00054368263,Oxycodone Liquid
63739024610,traZODONE
51079042820,Insulin
51079000522,Aspirin Desensitization (Angioedema)
00998020415,Pilocarpine 2%
00049345019,Fluconazole
00015797020,Oxacillin
66685100101,Amoxicillin-Clavulanic Acid
61553020648,HYDROmorphone (Dilaudid)
00206845525,Travatan
54569430700,Dipivefrin HCl 0.1% 
00078033806,Oxcarbazepine
51079000220,Levoxyl
00074929613,Levoxyl
00173038354,Ranitidine HCl
55390046001,Acetazolamide
00074663722,sodium
00002871501,Humulin 70/30
62584078833,Dextrose 5%
00069153041,Levofloxacin
00069153041,Dextrose 5%
00169008481,Repaglinide
60505258400,Risperidone
00029609039,Amoxicillin-Clavulanate Susp.
54868459500,Tricor
00015050541,Cyclophosphamide
59572020594,Thalidomide
58468002101,sevelamer HYDROCHLORIDE
00186023503,Lidocaine 4%
54868348000,Penicillin G K Desensitization
10157992002,Blistex Lip Ointment
54868479600,Methotrexate Sodium
65231002101,GELCLAIR
00517265025,Magnesium Sulfate
13310015307,Quinine Sulfate
39822020501,Pancrelipase 5000
00054002025,Lithium Carbonate
00054002025,Lithium Carbonate CR (Eskalith)
49884060036,Silver Sulfadiazine 1% Cream
54092038701,Adderall XR
59011041020,Oxycodone SR (OxyconTIN)
00781178501,Diclofenac Sodium DR
68084018301,Zonisamide
00591359360,Dronabinol
51079028320,METOCLOPRAMIDE
00032420511,Fluvoxamine Maleate
00186109239,Toprol XL
49938010201,Dapsone
00087667217,Didanosine EC
50383068304,Multiv
00089030710,Flecainide Acetate
00037024130,Astelin
00049052083,Penicillin G K Desensitization
00054355663,Methadon
00075020062,Theophylline (Slo-bid) Capsule
00013700112,Cabergoline
00072571208,Lactic Acid 12% Lotion
00002411533,OLANZapine
66993004730,OLANZapine
00186502031,*NF* Esomeprazole
58406068316,Methotrexate Sodium
00009338102,Clindamycin
00078036864,Famvir
00065027505,Betimol (timolol hemihydrate)
00087057009,acetylc
00087057007,acetylc
00024107501,Sodium Polystyrene Sulfonate
00310060060,Tamoxifen Citrate
17478006235,Akwa Tears
00054485906,Triazolam
00527155201,Aspirin-Caffeine-Butalbital
00781315796,NEO*IV*CefazoLIN
45802073232,NEO*PR*Acetaminophen
00186108839,Metoprolol
00065066505,Apraclonidine 0.5%
24477001015,GELCLAIR
60793001114,Cromolyn Sodium
00074612290,*NF* Fenofibrate
00165002241,MAGNESIUM OXIDE
00085171603,nifed
50458030503,Risperidone Oral Solution
00300304611,Lansoprazole Oral Suspension
00603545921,Propoxyphene HCl
00045034360,Pancrease MT 16
63653133202,Clopidogrel
00258368990,Diltiazem Extended-Release
55390056630,Diltiazem
61314022605,Timolol Maleate 0.25%
63323065102,Adenosine
00074115170,H
00168005960,Fluocinolone Acetonide 0.01% Solution
00496071604,Pramosone
00054002821,PleTAL
00075062281,Enoxaparin Sodium
00472037015,Betamethasone Valerate 0.1% Cream
00078010901,Cyclosporine
00008083701,Venlafaxine
63323026530,MethylPREDNISolone Sodium Succ
51079045620,simvastatin or placebo
00074115112,Heparin CRRT
00641245045,Heparin CRRT
00006354120,Famotidine
00085052503,Flutamide
00008103007,Sirolimus
00008103003,Sirolimus
00008092355,Tizanidine
39822070602,Streptomycin Sulfate
00409662502,sodium bica
00173080725,Mercaptopurine
63739002401,aspirin
00904404073,aspirin
00054829925,Carbachol
00395224391,Peppermi
63323065820,Chlorothiazide Sodium
00406035762,Hydrocodone-Acetaminophen (5mg-500mg
00173069700,Fluticasone-Salmeterol
00031670972,Metoclopramide HCl
59572010512,Thalidomide
00074621411,Valproic Acid
00083260901,Pamidronate
00456261263,diltia
00168016230,Clobetasol Propionate 0.05% Cream
61703024350,HYDROmorphone-HP
00430302015,Calcipotriene 0.005% Cream
00536476301,vitamin
51079001920,Docusate
00186070210,Entocort EC
57665033101,Cytarabine Liposome
55390016210,Octreotide Acetate
53489040001,Nystatin
00536016097,Ascorbic Acid (Liquid)
00008499020,Tigecycline
00029607531,Amoxicillin-Clavulanic Acid
00597008214,Humibid
00062401002,Doripenem *NF*
00056016975,Calcium Citrate + Vit D
00074245107,Hydromorphone
63824000840,*NF* Guaifenesin LA
00074146301,Nalbuphine HCl
59730420301,Vigamox
52769025105,Vigamox
61314063705,Vigamox 0.5%
00469061711,Vigamox
00173069502,Advair Diskus
00078027422,Neoral
00173093356,Valacyclovir
66479056012,Morphine Sulfate (Oral Soln.)
00338101948,*NF* Nafcillin Sodium
51672402201,Acetazolamide
00074606202,Morphine Sulfate
50383068304,Vial
00067434504,NS        (Glass Bottle)
00067434504,Phenytoin Sodium
00067434504,Iso-Osmotic Dextrose
00574703412,Sodium Bicarbonate
00574703412,Ceftriaxone
00574703412,Vancomycin HCl
00574703412,NS
00574703412,Pantoprazole Sodium
00574703412,Metronidazole
00574703412,Epoetin Alfa
00045152010,SW
00045152010,Potassium Chloride
00045152010,D5W
00045152010,Bumetanide
00045152010,NS (Glass Bottle)
00045152010,Phenytoin Sodium
00517090125,SW
00054317644,Dexamethasone
00029609039,Amoxicillin-Clavulanic Acid
00338105548,Neo*IV*MetronidAZOLE
54569527900,Ascorbic Acid
00078024815,cyclo
49643013801,Candida Albicans
00182121301,*NF* Quinine Sulfate
55499120401,Multi
54868397600,Adderall
68516521102,Albumin 5% (12.5g / 250mL)
00075291202,Enoxaparin Sodium
00075062301,Enoxaparin Sodium
00173093356,VALTREX
00074612390,Fenofibrate
61958010101,Cidofovir 0.25% Oral Soln
00003161212,Entecavir
00025172003,Eplerenone
11980017405,PrednisoLONE Acetate 0.12% Ophth. Susp.
00029609039,Amoxicillin-Clavulanate Susp
00074131701,Phenytoin
00409217205,Hydromorphone-HP
00078043815,Gleevec
00074797308,Unithroid
00074797308,Klonopin
68968449201,Lithium Carbonate SR
00006057362,Indinavir Sulfate
66203230001,Fondaparinux
00338040360,Multivitamin IV (Without Vit. K)
39822061501,Colistin
00085045804,Claritin
00597006861,Mexiletine HCl
00074230401,*NF* Fenoldopam Mesylate
00472128416,bactri
00093008801,bactri
00406051262,percocet
00677117401,Sulindac
51079074320,Piroxicam
00173026427,Digoxin Elixer
61703022543,Morphine Sulfate
00074610204,Eplerenone (INSPRA)
00083005232,Carbamazepine
00173044600,Zofran
67253020110,Penicillin V Potassium
51079026720,Augmentin Suspension
00310075590,rosuvastatin
00065026625,Travatan Z
00074610204,Piperacillin-Tazobactam Na
00074610204,Iso-Osmotic Dextrose
00074177825,Famotidine
00074177825,Acetazolamide Sodium
00074177825,Iso-Osmotic Sodium Chloride
00517090125,D5W
60793001108,Cromolyn Sodium
00904517416,DiphenhydrAMINE
00074662502,sodium bica
60976034647,Labetalol
00456261490,diltiaz
51079002720,Quinidine Gluconate E.R.
00054858516,morph
00009000402,Pramipexole Dihydrochloride
17478071012,Carteolol 1% Ophth Soln
00087003231,Nefazodone HCl
00185021001,Methimazole
00258369090,Diltiazem Extended-Release
00409427602,Lidocaine 1%
00472153304,Selenium Sulfide
00536252525,Capsaicin 0.025%
00008412601,Isosorbide Dinitrate
00048114013,Levothyroxine Sodium
00074403101,Mann
00944049101,Albumin
00003059320,Nystatin Powder
51991040516,NEO*PO*Ca Glubionate 23mg Ca/ml
52604341701,Liothyronine Sodium
00149000905,Nitrofurantoin (Macrodantin)
00087003244,Nefazodone HCl
00009000402,Pramipexole
00597008461,Pramipexole
00009000602,Pramipexole
63304099501,Bethanechol
00054317763,Dexamethasone
00469520230,Tacrolimus
00641244045,heparin
00641244045,Heparin Flush (1000 units/mL)
00641244045,Heparin CRRT
51079097020,Ursodiol
00013830304,xal
00456261490,Diltiazem
00904770418,Aspirin Desensitization (Angioedema)
00338001702,Vytorin 10/20
00310013039,Vytorin 10/20
00054872425,Advair Diskus
00904404073,ASPIRIN
00067033322,Alum-Mag Hydroxide-Simethicone
00173049400,Flovent 110mcg
11980002515,Artificial Tears Preserv. Free
00904344061,Insulin Pump
00172474110,Insulin Pump
00004018401,Nicardipine HCl
55390023210,DOXOrubicin
00469061711,Tacrolimus Suspension
00032170801,Progesterone
00173032188,Albuterol Inhaler
00904563461,MetFORMIN (Glucophage)
00338004904,Lactobacillus Acidophilus
10019004603,Famotidine (IV)
00517090125,Phenylephrine
61703030916,Vincristine Sulfate
00339565712,Isosorbide Dinitrate
66435010142,Ribavirin
66435020115,Interferon Alfacon-1
00904571135,oxymeta
68387029330,Pantoprazole
00378252093,Fluconazole
00143147501,PredniSONE
00469061711,Tacroli
00054301050,acet
00045050130,acet
51079063220,Prazosin HCl
00998033105,Scopolamine 0.25% Ophth Soln
24208027715,Muro 128
17478071310,ofloxacin
17478071310,Muro 128
00009076004,Clindamycin Solution
61314063705,Muro 128
58177000111,Muro 128
74300000068,Critic-Aid Skin Paste
51079002420,Zaroxolyn
00409509216,CefTAZidime
00338071134,Dextrose 20% in Water (D20W)
00064501030,Collagenase Ointment
63323038120,Piperacillin
00053768002,Albumin 
00008084199,Pantoprazole Sodium
00069551066,Cetirizine-Pseudoephedrine
63402051224,Levalbuterol Neb
00904627961,Quetiapine Fumarate
68084008901,Lorazepam
00904628061,Quetiapine Fumarate
00008412501,Isosorbide Dinitrate SA
28105014904,fluoc
00064212008,nutra
28105014904,Derma-Smoothe/FS Scalp Oil
00006489400,Pneumococcal Vac Polyvalent
00024135301,Phenylephrine  0.5% Nasal Spray
51079087220,GlyBURIDE
63459020001,Provigil
00074665305,Syringe (IV Room)
00078035105,Nateglinide
00004196201,CefTRIAXone
51079009220,Methocarbamol
00078001633,Nortriptyline
00121053005,Ferrous Gluconate
00406052710,Methadone HCl
00054485906,triazolam
00054485906,Halcion
54868021500,Danazol
00056017675,Vytorin 10-80
00517570425,Vytorin 10-40
63323064907,Levothyroxine Sodium
00009338901,Methylprednisolone Sodium Succ
63653117103,PROPOFOL
00245008201,Hexavitamin
00338355248,Cefazolin Ophthalmic Solution
00006096328,Tobramycin Fortified Ophth. Soln.
00338001702,Tobramycin Fortified Ophth. Soln.
00338001702,Cefazolin Ophthalmic Solution
00074568216,valproate
00074158411,Cefazolin Ophthalmic Solution
00054829925,Tobramycin Fortified Ophth. Soln.
00074568216,valpro
51079075920,Doxycycline Hyclate (Periostat)
00436093616,Dakins 1/2 Strength
00436094616,Dakins
00071101468,Pregabalin
25382012634,Dermagran Ointment
63323011710,Fluorouracil
00078024015,Cyclosporine (Sandimmune)
00078011022,Cyclosporine (Sandimmune)
00173010793,Zidovudine
00364115001,Fish Oil (Omega 3)
00456045963,Thyroid
00002704001,Tobramycin Sulfate
61570041451,Colistimethate Sodium
00456046163,Thyroid
00015050842,Megestrol Oral Soln
00046047081,Propranolol LA
00005534323,Minocycline HCl
00487950125,Albuterol Sulfate
00121168305,Guaifenesin
00338004903,Insulin Pump (Self Administering Medication)
62175017737,Moexipril
51079080720,Insulin Pump
00149000977,Nitrofurantoin
15127020017,Betaseron
00002831501,Halcion
00002831501,Betaseron
00904775960,Guaifenesin
51079028420,Halcion
00008078102,Halcion
00008078102,Betaseron
00338001704,Betaseron
00781144213,*NF* Triazolam
49502069703,Halcion
00008092303,Betaseron
00008092303,Halcion
51079010320,Halcion
51079078820,Halcion
51079078820,Betaseron
52959067430, 
54868277600,Propofol
63459010001,Modafinil
59075059415,Tizanidine HCl
00078031190,Calcitonin Salmon Nasal
00173099394,Acyclovir
68516521102,Albumin 5%
00168005546,Betamethasone Dipro 0.05% Cream
00149047201,Actonel
00173013555,Bupropion HCl
61570041601,Oxytocin
00456333001,Acamprosate
00008413901,Isosorbide Dinitrate
00074382611,Divalproex (EXTended Release)
58016069000,Zidovudine
61570017261,Hydrocortisone Acetate Suppository
00173059500,LaMIVudine-Zidovudine (Combivir)
00054865724,Oxycodone Liquid
68084028401,Hydroxyurea
24208058060,Gentamicin 
24208058060,Gentamic
24208058060,Gentamicin Sulf. Ophth. Soln
24208058060,Gentamicin
00173011318,NEO*PO*Zidovudine Syrup
00074205105,Ketamine HCl
54868438100,Insulin Lispro 75/25
00002871501,Insulin Human 70/30
61748001211,Pyrazinamide
50962025160,Isotretinoin
00149000705,Nitrofurantoin
54569018100,Nitrofurantoin
00003097252,Ampicillin
00074340001,Gentamicin Sulfate
52604341601,Liothyronine Sodium
64894082550,Doxercalciferol
00904771961,Sinemet
00004592001,Tasmar
00187093801,Tolcapone
51079075620,Sinemet
00597019061,pramipexole
00078024815,Neoral
00078024615,Neoral
51079045620,Simvastatin 40 mg or Placebo
00004080285,Oseltamivir
00338004904,HydrALAzine
00065401303,Moxifloxacin
00065401303,Vigamox
59627000103,Avonex
11980077905,Ofloxacin (Ophth)
00517101025,Nitroglycerin
00517101025,D5W
00206845455,Zosyn Desensitization
00078036815,Famvir
00173066400,Abacavir
00603385621,Hydrochlorothiazide
00009045003,Colestipol HCl
00074663722,Vancomycin Enema
50458039060,Reminyl
24208091019,Vancomycin HCl
24208091019,Furosemide
24208091019,Iso-Osmotic Dextrose
00056017275,D5W
00056017275,Vancomycin HCl
00008084199,Sterile Water
00054881611,Sodium Bicarbonate
00074679922,Lopinavir-Ritonavir
00023031304,Sulfacetamide-Prednisolone Ophth. Oint.
11980001105,Sulfacetamide 10% Ophth Soln.
00121177505,Guaifenesin-Codeine Phosphate
00591083960,BuPROPion
00186012201,Lidocaine 2%/Epinephrine
00206886002,Piperacillin-Tazobactam
00004196401,NEO*IV*Ceftriaxone
00904385561,Carbamazepine
68094021462,Carbamazepine
00075062041,Enoxaparin Sodium
50383068304,Multivitamin
00074621213,Valproic Acid
00074156410,Valproic Acid
59911587001,Minocycline HCl
00205530594,Minocycline HCl
00781143613,Fluphenazine
12539011501,Donnatol
00597007506,Spiriva with HandiHaler
