DRUG,atc4
vesicare,N02BA
aspi,N02BA
aspirin ,N02BA
aspirin childrens,N02BA
as,N02BA
avalide,N02BA
aspirin 81 mg /placebo,N02BA
aspirin 325 mg or placebo,N02BA
asa81,N02BA
aciphex,N02BA
propofol,N02BA
budesonide,N02BA
aspirin 81 mg/ placebo,N02BA
aspirin 325mg/ placebo,N02BA
aspirin desensitization (aerd),N02BA
mirapex er(pramipexole),N02BA
aspirin 81 mg or placebo,N02BA
aspirin 81mg or placbo,N02BA
aspirin 81 mg  or placebo,N02BA
systane ultra,N02BA
elidel,N02BA
humalog mix 75-25 kwikpen,N02BA
humalog kwikpen,N02BA
aspirin desensitization,N02BA
aspirin desens,N02BA
azilect,N02BA
aspirin 325mg or placebo,N02BA
aspirin 81 mg or placebo ,N02BA
pseudoephedrine,R01BA
fentanyl citrate,R01BA
hydromorphone (dilaudid),R01BA
lidocaine 1%,R01BA
sudafed,R01BA
nasonex,R01BA
senna,A06AB
haloperidol,A06AB
avodart *nf*,A06AB
insulin pump (self administering medication),A06AB
magnesium sulfate,A06AB
junel 1/20 (21),A06AB
viibryd,A06AB
diphenhydramine liquid,D04AA
diphenhydramine liquid,R06AA
zolmitriptan,D04AA
hydralazine,D04AA
zolmitriptan,R06AA
hydralazine,R06AA
metoprolol,C02CA
magnesium sulfate,C02CA
lidocaine 1% p.f.,C02CA
diltiazem,C02CA
lotrel,C02CA
naproxen,G02CC
naproxen,M01AE
naproxen,M02AA
levemir flexpen,C02AC
levemir flexpen,N02CX
levemir flexpen,S01EA
paroxetine,N06AB
paroxetine mesylate,N06AB
paroxetine hcl,N06AB
omeprazole,A02BC
oxymetazoline,R01AA
oxymetazoline hcl,R01AA
oxymeta,R01AA
afrin,R01AA
oxymetazoline (half strength),R01AA
potassium chloride,R01AA
fentanyl citrate,R01AA
afrin sinus,R01AA
oxymetazoline,R01AB
oxymetazoline hcl,R01AB
oxymeta,R01AB
afrin,R01AB
oxymetazoline (half strength),R01AB
potassium chloride,R01AB
fentanyl citrate,R01AB
afrin sinus,R01AB
oxymetazoline,S01GA
oxymetazoline hcl,S01GA
oxymeta,S01GA
afrin,S01GA
oxymetazoline (half strength),S01GA
potassium chloride,S01GA
fentanyl citrate,S01GA
afrin sinus,S01GA
acyclovir suspension,D06BB
zovirax,D06BB
acyclovir suspension,J05AB
zovirax,J05AB
acyclovir suspension,S01AD
zovirax,S01AD
ibuprofen,C01EB
atripla,C01EB
ibuprofen suspension,C01EB
ibuprofen,G02CC
atripla,G02CC
ibuprofen suspension,G02CC
ibuprofen,M01AE
atripla,M01AE
ibuprofen suspension,M01AE
ibuprofen,M02AA
atripla,M02AA
ibuprofen suspension,M02AA
ibuprofen,R02AX
atripla,R02AX
ibuprofen suspension,R02AX
ibup,C01EB
ibup,G02CC
ibup,M01AE
ibup,M02AA
ibup,R02AX
theophylline sr,R03DA
quetiapine fumarate,N05AH
carbidopa-levodopa (25-100),N04BA
sinemet,N04BA
carbidopa-levodopa,N04BA
clotrimazole cream,A01AB
clotrimazole cream,D01AC
clotrimazole cream,G01AF
pilocarpine 1%,N07AX
pilocarpine 4%,N07AX
pilocarpine 1%,S01EB
pilocarpine 4%,S01EB
pilocarpine 2%,N07AX
pilocarpine 2%,S01EB
tropicamide 1 %,S01FA
dexamethasone ophthalmic soln 0.1%,A01AC
dexamethasone ophthalmic soln 0.1%,C05AA
dexamethasone ophthalmic soln 0.1%,D07AB
dexamethasone ophthalmic soln 0.1%,D07XB
dexamethasone ophthalmic soln 0.1%,D10AA
dexamethasone ophthalmic soln 0.1%,H02AB
dexamethasone ophthalmic soln 0.1%,R01AD
dexamethasone ophthalmic soln 0.1%,S01BA
dexamethasone ophthalmic soln 0.1%,S01CB
dexamethasone ophthalmic soln 0.1%,S02BA
dexamethasone ophthalmic soln 0.1%,S03BA
neomycin/polymyxin/dexameth ophth susp.,A01AC
neomycin/polymyxin/dexameth ophth susp.,C05AA
neomycin/polymyxin/dexameth ophth susp.,D07AB
neomycin/polymyxin/dexameth ophth susp.,D07XB
neomycin/polymyxin/dexameth ophth susp.,D10AA
neomycin/polymyxin/dexameth ophth susp.,H02AB
neomycin/polymyxin/dexameth ophth susp.,R01AD
neomycin/polymyxin/dexameth ophth susp.,S01BA
neomycin/polymyxin/dexameth ophth susp.,S01CB
neomycin/polymyxin/dexameth ophth susp.,S02BA
neomycin/polymyxin/dexameth ophth susp.,S03BA
neomycin/polymyxin/dexameth ophth susp.,A01AB
neomycin/polymyxin/dexameth ophth susp.,A07AA
neomycin/polymyxin/dexameth ophth susp.,B05CA
neomycin/polymyxin/dexameth ophth susp.,D06AX
neomycin/polymyxin/dexameth ophth susp.,J01GB
neomycin/polymyxin/dexameth ophth susp.,R02AB
neomycin/polymyxin/dexameth ophth susp.,S01AA
neomycin/polymyxin/dexameth ophth susp.,S02AA
neomycin/polymyxin/dexameth ophth susp.,S03AA
neomycin/polymyxin/dexameth ophth susp.,J01XB
esmolol,C07AB
esmolol in saline (iso-osm),C07AB
scopolamine base,A04AD
haloperidol,A04AD
chlorpromazine,A04AD
scopolamine base,N05CM
haloperidol,N05CM
chlorpromazine,N05CM
scopolamine base,S01FA
haloperidol,S01FA
chlorpromazine,S01FA
cyclophosphamide,L01AA
galantamine,N06DA
itraconazole,J02AC
cetacaine,C05AD
cetacaine,D04AB
cetacaine,N01BA
cetacaine,S01HA
cetacaine,R02AD
hydrocortisone (rectal) 2.5% cream,A01AC
anusol,A01AC
hydrocortisone (rectal) 2.5% cream,A07EA
anusol,A07EA
hydrocortisone (rectal) 2.5% cream,C05AA
anusol,C05AA
hydrocortisone (rectal) 2.5% cream,D07AA
anusol,D07AA
hydrocortisone (rectal) 2.5% cream,D07XA
anusol,D07XA
hydrocortisone (rectal) 2.5% cream,H02AB
anusol,H02AB
hydrocortisone (rectal) 2.5% cream,S01BA
anusol,S01BA
hydrocortisone (rectal) 2.5% cream,S01CB
anusol,S01CB
hydrocortisone (rectal) 2.5% cream,S02BA
anusol,S02BA
sulfacetamide 10% ophth soln.,D10AF
bleph-10 ophth. soln.,D10AF
sulfacetamide 10% ophth soln.,S01AB
bleph-10 ophth. soln.,S01AB
sulfacetamide-prednisolone ophth. susp.,D10AF
sulfacetamide-prednisolone ophth. susp.,S01AB
sulfacetamide-prednisolone ophth. susp.,A07EA
sulfacetamide-prednisolone ophth. susp.,C05AA
sulfacetamide-prednisolone ophth. susp.,D07AA
sulfacetamide-prednisolone ophth. susp.,D07XA
sulfacetamide-prednisolone ophth. susp.,H02AB
sulfacetamide-prednisolone ophth. susp.,R01AD
sulfacetamide-prednisolone ophth. susp.,S01BA
sulfacetamide-prednisolone ophth. susp.,S01CB
sulfacetamide-prednisolone ophth. susp.,S02BA
sulfacetamide-prednisolone ophth. susp.,S03BA
prednisolone acetate 0.12% ophth. susp.,A07EA
prednisolone acetate 0.12% ophth. susp.,C05AA
prednisolone acetate 0.12% ophth. susp.,D07AA
prednisolone acetate 0.12% ophth. susp.,D07XA
prednisolone acetate 0.12% ophth. susp.,H02AB
prednisolone acetate 0.12% ophth. susp.,R01AD
prednisolone acetate 0.12% ophth. susp.,S01BA
prednisolone acetate 0.12% ophth. susp.,S01CB
prednisolone acetate 0.12% ophth. susp.,S02BA
prednisolone acetate 0.12% ophth. susp.,S03BA
prednisolone acetate 1% ophth. susp.,A07EA
prednisolone acetate 1% ophth. susp.,C05AA
prednisolone acetate 1% ophth. susp.,D07AA
prednisolone acetate 1% ophth. susp.,D07XA
prednisolone acetate 1% ophth. susp.,H02AB
prednisolone acetate 1% ophth. susp.,R01AD
prednisolone acetate 1% ophth. susp.,S01BA
prednisolone acetate 1% ophth. susp.,S01CB
prednisolone acetate 1% ophth. susp.,S02BA
prednisolone acetate 1% ophth. susp.,S03BA
fluorometholone 0.1% ophth susp.,C05AA
fluorometholone 0.1% ophth susp.,D07AB
fluorometholone 0.1% ophth susp.,D07XB
fluorometholone 0.1% ophth susp.,D10AA
fluorometholone 0.1% ophth susp.,S01BA
fluorometholone 0.1% ophth susp.,S01CB
ofloxacin (ophth),J01MA
*nffloxin,J01MA
*nf* ofloxacin 0.3% ophth soln,J01MA
ocuflox,J01MA
ofloxacin (ophth),S01AE
*nffloxin,S01AE
*nf* ofloxacin 0.3% ophth soln,S01AE
ocuflox,S01AE
ofloxacin (ophth),S02AA
*nffloxin,S02AA
*nf* ofloxacin 0.3% ophth soln,S02AA
ocuflox,S02AA
flurbiprofen 0.03%,M01AE
betimol,M01AE
flurbiprofen 0.03%,M02AA
betimol,M02AA
flurbiprofen 0.03%,R02AX
betimol,R02AX
flurbiprofen 0.03%,S01BC
silver nitrate applicator,D08AL
silver nitrate,D08AL
insulin pump,D08AL
midazolam,D08AL
prochlorperazine,D08AL
fentanyl citrate,D08AL
colchicine,M04AC
quinine sulfate,P01BC
qualaquin,P01BC
rabies immune globulin,J06BB
tetanus immune globulin,J06BB
hepatitis b immune globulin (bayhep b),J06BB
trimethoprim oral soln,J01EA
akwa tears,A06AA
artificial tear,A06AA
artificial,A06AA
hydroxypropyl meth. 2.5% ophth,S01KA
tropicamide 0.5% ophth soln,S01FA
gentamicin sulfate ophth.,D06AX
bacitracin & polymyxin b ophth,D06AX
gentamicin 0.3% ophth. ointment,D06AX
gentamicin sulfate ophth.,J01GB
bacitracin & polymyxin b ophth,J01GB
gentamicin 0.3% ophth. ointment,J01GB
gentamicin sulfate ophth.,S01AA
bacitracin & polymyxin b ophth,S01AA
gentamicin 0.3% ophth. ointment,S01AA
gentamicin sulfate ophth.,S02AA
bacitracin & polymyxin b ophth,S02AA
gentamicin 0.3% ophth. ointment,S02AA
gentamicin sulfate ophth.,S03AA
bacitracin & polymyxin b ophth,S03AA
gentamicin 0.3% ophth. ointment,S03AA
cromolyn,A07EB
cromolyn,D11AH
cromolyn,R01AC
cromolyn,R03BC
cromolyn,S01GX
lidocaine jelly 2%,C01BB
lidocaine jelly ,C01BB
naltrexone,C01BB
lidocaine jelly 2%,C05AD
lidocaine jelly ,C05AD
naltrexone,C05AD
lidocaine jelly 2%,D04AB
lidocaine jelly ,D04AB
naltrexone,D04AB
lidocaine jelly 2%,N01BB
lidocaine jelly ,N01BB
naltrexone,N01BB
lidocaine jelly 2%,R02AD
lidocaine jelly ,R02AD
naltrexone,R02AD
lidocaine jelly 2%,S01HA
lidocaine jelly ,S01HA
naltrexone,S01HA
lidocaine jelly 2%,S02DA
lidocaine jelly ,S02DA
naltrexone,S02DA
ofloxacin,J01MA
muro 128,J01MA
ofloxacin,S01AE
muro 128,S01AE
ofloxacin,S02AA
muro 128,S02AA
betaseron,C02DB
phenylephrine hcl,A01AD
d5w,A01AD
escitalopram,A01AD
unoprostone isopropyl,A01AD
advicor,A01AD
lotrel,A01AD
heparin sodium,A01AD
methylprednisolone na succ.,A01AD
vexol,A01AD
nitroglycerin,A01AD
nitroprusside sodium,A01AD
advair diskus,A01AD
avodart (dutasteride),A01AD
phenylephrine hcl,B01AC
d5w,B01AC
escitalopram,B01AC
unoprostone isopropyl,B01AC
advicor,B01AC
lotrel,B01AC
heparin sodium,B01AC
methylprednisolone na succ.,B01AC
vexol,B01AC
nitroglycerin,B01AC
nitroprusside sodium,B01AC
advair diskus,B01AC
avodart (dutasteride),B01AC
phenylephrine hcl,N02BA
d5w,N02BA
escitalopram,N02BA
unoprostone isopropyl,N02BA
advicor,N02BA
lotrel,N02BA
heparin sodium,N02BA
methylprednisolone na succ.,N02BA
vexol,N02BA
nitroglycerin,N02BA
nitroprusside sodium,N02BA
advair diskus,N02BA
avodart (dutasteride),N02BA
propofol,D04AA
sprycel,D04AA
interferon alfa 2a,D04AA
nasacort,D04AA
sutent (sunitinib),D04AA
nitroglycerin,D04AA
nitroprusside sodium,D04AA
phenylephrine hcl,D04AA
rosuvastatin (crestor),D04AA
propofol,R06AA
sprycel,R06AA
interferon alfa 2a,R06AA
nasacort,R06AA
sutent (sunitinib),R06AA
nitroglycerin,R06AA
nitroprusside sodium,R06AA
phenylephrine hcl,R06AA
rosuvastatin (crestor),R06AA
gastrocrom,A07EB
cromol,A07EB
gastrocrom,D11AH
cromol,D11AH
gastrocrom,R01AC
cromol,R01AC
gastrocrom,R03BC
cromol,R03BC
gastrocrom,S01GX
cromol,S01GX
aripiprazole,N05AX
*nf* sodium chloride 5% (hypertonic),A12CA
sodium chloride (hypertonic),A12CA
sodium chloride,A12CA
*nf* sodium chloride 5% (hypertonic),B05CB
sodium chloride (hypertonic),B05CB
sodium chloride,B05CB
*nf* sodium chloride 5% (hypertonic),B05XA
sodium chloride (hypertonic),B05XA
carteolol 1% ophth soln,C07AA
carteolol 1% ophth soln,S01ED
levobunolol 0.5%,S01ED
polysporin,D06AX
polysporin,J01XX
polysporin,R02AB
polysporin,A07AA
polysporin,J01XB
polysporin,S01AA
polysporin,S02AA
polysporin,S03AA
gentamicin ,D06AX
gentamic,D06AX
gentamicin sulf. ophth. soln,D06AX
gentamicin ,J01GB
gentamic,J01GB
gentamicin sulf. ophth. soln,J01GB
gentamicin ,S01AA
gentamic,S01AA
gentamicin sulf. ophth. soln,S01AA
gentamicin ,S02AA
gentamic,S02AA
gentamicin sulf. ophth. soln,S02AA
gentamicin ,S03AA
gentamic,S03AA
gentamicin sulf. ophth. soln,S03AA
amnesteem,S01FA
neomycin-polymyxin-hc otic susp,A01AC
neomycin-polymyxin-hc otic susp,A07EA
neomycin-polymyxin-hc otic susp,C05AA
neomycin-polymyxin-hc otic susp,D07AA
neomycin-polymyxin-hc otic susp,D07XA
neomycin-polymyxin-hc otic susp,H02AB
neomycin-polymyxin-hc otic susp,S01BA
neomycin-polymyxin-hc otic susp,S01CB
neomycin-polymyxin-hc otic susp,S02BA
neomycin-polymyxin-hc otic susp,A01AB
neomycin-polymyxin-hc otic susp,A07AA
neomycin-polymyxin-hc otic susp,B05CA
neomycin-polymyxin-hc otic susp,D06AX
neomycin-polymyxin-hc otic susp,J01GB
neomycin-polymyxin-hc otic susp,R02AB
neomycin-polymyxin-hc otic susp,S01AA
neomycin-polymyxin-hc otic susp,S02AA
neomycin-polymyxin-hc otic susp,S03AA
neomycin-polymyxin-hc otic susp,J01XB
neomycin-polymyxin-gramicidin,R02AB
neomycin-polymyxin-gramicidin,A01AB
neomycin-polymyxin-gramicidin,A07AA
neomycin-polymyxin-gramicidin,B05CA
neomycin-polymyxin-gramicidin,D06AX
neomycin-polymyxin-gramicidin,J01GB
neomycin-polymyxin-gramicidin,S01AA
neomycin-polymyxin-gramicidin,S02AA
neomycin-polymyxin-gramicidin,S03AA
neomycin-polymyxin-gramicidin,J01XB
erythromycin 0.5% ophth oint,D10AF
vancomycin hcl,D10AF
furosemide,D10AF
iso-osmotic dextrose,D10AF
eryth,D10AF
erythromycin 0.5% ophth oint,J01FA
vancomycin hcl,J01FA
furosemide,J01FA
iso-osmotic dextrose,J01FA
eryth,J01FA
erythromycin 0.5% ophth oint,S01AA
vancomycin hcl,S01AA
furosemide,S01AA
iso-osmotic dextrose,S01AA
eryth,S01AA
paclitaxel (taxol),L01CD
metronidazole desensitization,A01AB
metronidazole desensitization,D06BX
metronidazole desensitization,G01AF
metronidazole desensitization,J01XD
metronidazole desensitization,P01AB
diazepam,N07BA
haloperidol,N07BA
liothyronine,H03AA
pancrelipase 5000,A09AA
pancreaze,A09AA
panc,A09AA
streptomycin sulfate,A07AA
streptomycin sulfate,J01GA
amphotericin b,A01AB
amphotericin b,A07AA
amphotericin b,G01AA
amphotericin b,J02AA
trimethobenzamide,R06AA
iloperidone,N05AX
acetaminophen iv,N02BE
ketoconazole shampoo,D01AC
ketoconazole shampoo,G01AF
ketoconazole shampoo,J02AB
neo*pr*acetaminophen,N02BE
neo*po*bicitra,A09AB
neo*po*bicitra,B05CB
neo*im*dt  & acellular pertussis,J07AF
neo*im*dt & acellular pertussis,J07AF
neo*im*dt  & acellular pertussis,J07AM
neo*im*dt & acellular pertussis,J07AM
tetanus-diphtox-acellular pertuss (adacel),J07AF
tetanus-diphtox-acellular pertuss (adacel),J07AM
vasopressin,J07AF
epinephrine,J07AF
sodium bicarbonate,J07AF
calcium chloride,J07AF
fentanyl,J07AF
phenylephrine,J07AF
vasopressin,J07AM
epinephrine,J07AM
sodium bicarbonate,J07AM
calcium chloride,J07AM
fentanyl,J07AM
phenylephrine,J07AM
fosamprenavir,J05AE
amiloride hcl,C03DB
questran,C10AC
mege,G03AC
megestrol ,G03AC
mega,G03AC
megestrol,G03AC
megestr,G03AC
megestro,G03AC
megace,G03AC
megace oral,G03AC
megestrol oral suspension,G03AC
megest,G03AC
meges,G03AC
mege,G03DB
megestrol ,G03DB
mega,G03DB
megestrol,G03DB
megestr,G03DB
megestro,G03DB
megace,G03DB
megace oral,G03DB
megestrol oral suspension,G03DB
megest,G03DB
meges,G03DB
mege,L02AB
megestrol ,L02AB
mega,L02AB
megestrol,L02AB
megestr,L02AB
megestro,L02AB
megace,L02AB
megace oral,L02AB
megestrol oral suspension,L02AB
megest,L02AB
meges,L02AB
dapsone,D10AX
dapsone,J04BA
amoxicillin oral susp.,J01CA
amoxicillin,J01CA
bethanechol,N07AB
calcipotriene 0.005% cream,D05AX
alteplase (catheter clearance),B01AD
alteplase,B01AD
alteplase 1mg/1ml ( clearance ie. temp tlcl ),B01AD
halcion,B01AD
alteplase recombinant,B01AD
alteplase 1mg/flush volume ( dialysis/pheresis catheters ),B01AD
alteplase 1mg/5ml ( clearance ie. indwelling port ),B01AD
acyclovir suspension,B01AD
alteplase (catheter clearance),S01XA
alteplase,S01XA
alteplase 1mg/1ml ( clearance ie. temp tlcl ),S01XA
halcion,S01XA
alteplase recombinant,S01XA
alteplase 1mg/flush volume ( dialysis/pheresis catheters ),S01XA
alteplase 1mg/5ml ( clearance ie. indwelling port ),S01XA
acyclovir suspension,S01XA
~<ind> rituximab,L01XC
rituximab,L01XC
synarel nasal spray,L01XC
rituximab desensitization,L01XC
bevacizumab,L01XC
bevacizumab (avastin),L01XC
*nf* erlotinib,L01XE
erlotinib (tarceva),L01XE
trastuzumab,L01XC
levocarnitine,A16AA
l-carnitine,A16AA
dorzolamide,S01EC
dorzolamide 2%/timolol 0.5% ophth.,C07AA
dorzolamide 2%/timolol 0.5% ophth.,S01ED
dorzolamide 2%/timolol 0.5% ophth.,S01EC
albuterol 0.5%,R03AC
albuter,R03AC
albuterol ,R03AC
albute,R03AC
albuterol 0.5%,R03CC
albuter,R03CC
albuterol ,R03CC
albute,R03CC
sulfamethoxazole/trimethoprim,J01EC
sulfamethoxazole/trimethoprim,J01EA
sulfamethoxazole/trimethoprim,J01EE
risperidone,N05AX
risperidone oral solution,N05AX
arimidex,N05AX
risperidone long acting injection,N05AX
risperidone (disintegrating tablet),N05AX
risperidone (disintergrating tablet),N05AX
razadyne,N06DA
concerta,N06DA
razadyne er,N06DA
paliperidone er,N05AX
rivaroxaban,B01AF
concerta,N06BA
keppra,N03AX
clobazam,N03AX
*nf* levetiracetam,N03AX
diltiazem,N03AX
oxycodone-acetaminophen,N03AX
metoprolol,N03AX
magnesium sulfate,N03AX
temozolomide,N03AX
prilosec,A02BC
levemir,A02BC
iloprost,A02BC
metolazone,C03BA
zaroxolyn,C03BA
chlorthalidone,C03BA
bystolic,C03CA
lasix,C03CA
isoniazid,J04AC
metoprolol,J04AC
solifenacin,J04AC
prednisolone acetate,N06AX
spironolactone,C03DA
neo*po*spironolactone,C03DA
halcion,C03DA
amiodarone hcl,C03DA
d5w (excel bag),C03DA
tarceva,C03DA
xopenex (levalbuterol),C03DA
coenzyme q10,C03DA
hyzaar(losartan/hctz),C03DA
amitriptyline hcl,N06AA
amitriptyline,N06AA
maprotiline hcl,N06AA
rasagiline,N06AA
dicyclomine,A03AA
atrovent,N06AA
insulin pump,N06AA
chlordiazepoxide hcl,N05BA
tylenol-codeine #3,N02BE
acetaminophen w/codeine elixir,N02BE
atropine sulfate,R05DA
tylenol-codeine #3,R05DA
acetaminophen w/codeine elixir,R05DA
atropine sulfate,N02AJ
tylenol-codeine #3,N02AJ
acetaminophen w/codeine elixir,N02AJ
indomethacin,C01EB
indomethacin,M01AB
indomethacin,M02AA
indomethacin,S01BC
methyldopa,C02AB
allopurinol,M04AA
gengraf,M04AA
dexamethasone sod phosphate,M04AA
d5w,M04AA
imatinib,M04AA
alrex,C07AB
insulin pump,C07AB
darvocet-n 100,C07AB
*nf* phenytoin sodium **brand name only**,C07AB
glucosamine chondroitin smconc,C07AB
syringe (neonatal) *d5w*,C07AB
send 500mg vial,C07AB
neo*iv*gentamicin,C07AB
oxytrol,C07AB
hydromorphone pca (dilaudid),C07AB
lidocaine 2%,C07AB
lidocaine 1%,C07AB
propofol,C07AB
fentanyl,C07AB
aciphex,C07AB
polymyxin b /trimethoprim,C07AB
glucosamine-chondroitin,C07AB
revlimid,C07AB
varenicline,C07AB
nevanac,C07AB
enablex,C07AB
mobic,C07AB
vancocin,C07AB
insulin pump (self administering medication),C07AB
lactaid,C07AB
baclofen,C07AB
xopenex hfa,C07AB
lofibra,C07AB
namenda,C07AB
aripiprazole,C07AB
midazolam,C07AB
preservision areds,C07AB
azopt,C07AB
lumigan,C07AB
patanol,C07AB
halcion,N05BA
ceftriaxone,N05BA
iso-osmotic dextrose,N05BA
morphine sulfate,N05BA
ns,N05BA
clindamycin,N05BA
d5w,N05BA
ceftazidime,N05BA
streptokinase,N05BA
magnesium sulfate,N05BA
acetaminophen,N05BA
menthol,N05BA
tamsulosin,G04CA
theophylline,G04CA
avodart,G04CA
clonidine hcl,C02AC
catapres,C02AC
budesonide ,C02AC
budesonide (nasal),C02AC
insulin pump (self administering medication),C02AC
clonidine hcl,N02CX
catapres,N02CX
budesonide ,N02CX
budesonide (nasal),N02CX
insulin pump (self administering medication),N02CX
clonidine hcl,S01EA
catapres,S01EA
budesonide ,S01EA
budesonide (nasal),S01EA
insulin pump (self administering medication),S01EA
rozerem (ramelteon),C02AC
rozerem (ramelteon),N02CX
rozerem (ramelteon),S01EA
nitrofurantoin monohyd (macrobid),J01XE
phenylephrine,N05BA
norepinephrine,N05BA
cefazolin,N05BA
adenosine (diagnostic),N05BA
flonase,N05BA
cinryze (c1 estrase inhibitor),N05BA
loraz,N05BA
hydromorphone (dilaudid),N05BA
hydromorphone,N05BA
sodium bicarbonate,N05BA
danazol,N05BA
xopenex,N05BA
zomig,N05BA
pantoprazole,N05BA
cipro hc otic suspension,N05BA
nevanac,N05BA
zenpep,N05BA
ambien cr,N05BA
temazepam,N05CD
doxepin hcl,N06AA
darifenacin,C08CA
simvastatin,C10AA
levemir,C10AA
lorazepam,C10AA
olmesartan,C10AA
domperidone ,C10AA
uroxatral,C10AA
thyroid,C10AA
thyroid extract sr,C10AA
desvenlafaxine,C10AA
melatonin,C10AA
pristiq,C10AA
simvastatin or placebo,C10AA
simvastatin 40 mg or placebo,C10AA
simvastatin or placebo ,C10AA
simvastatin or placebo (*ind*),C10AA
simvastin or placebo,C10AA
venlafa,N06AX
requip xl,C03CA
prochlorperazine maleate,N05AB
thioridazine hcl,N05AC
thioridazine,N05AC
thiothixene,N05AF
cet,R06AE
cetirizine,R06AE
ce,R06AE
sulfamylon,D06BA
prazosin hcl,C02CA
prazosin,C02CA
cyclobenzaprine hcl,M03BX
cyclobenzaprine,M03BX
lactobacillus acidophilus-pectin,M03BX
methotrexate,L01BA
byetta,L01BA
methotrexate,L04AX
byetta,L04AX
atenolol,C07AB
benicar hct,C07AB
pulmicort,C07AB
betaseron,C07AB
loperamide hcl,A07DA
loper,A07DA
imodium,A07DA
potassium chloride,A07DA
felodipine,A07DA
symbicort,A07DA
zolpidem tartrate,N05CF
avodart,N05AD
fentanyl,N05AD
midazolam,N05AD
melatonin,N05AD
glycolax,C05AE
miglitol,C05AE
fentanyl citrate,C05AE
propofol,C05AE
lidocaine 1%,C05AE
glycolax,C08DB
miglitol,C08DB
fentanyl citrate,C08DB
propofol,C08DB
lidocaine 1%,C08DB
heparin sodium,C05AE
d5w,C05AE
heparin sodium,C08DB
d5w,C08DB
potassium chloride,C05AE
calcium gluconate,C05AE
potassium chloride,C08DB
calcium gluconate,C08DB
doxycycline hyclate (periostat),C07AB
crestor,C07AB
colesevelam (welchol),C07AB
neo*iv*fat emulsion,C07AB
syringe (neonatal),C07AB
neo*iv*ampicillin sodium,C07AB
taclonex,C07AB
pimecrolimus,C07AB
acidophilus-b.bifidum-b.longum,C07AB
acetylcysteine,C07AB
muro 128,C07AB
lorazepam,N03AX
alprazolam,N05BA
betaseron,N05BA
prozac,N05BA
zocor,N05BA
xanax,N05BA
tobramycin fortified ophth. soln.,C07AB
vancomycin ophthalmic solution,C07AB
trandolapril,C07AB
byetta,C07AB
levalbuterol (xopenex),C07AB
tretinoin (emollient) 0.04%,C07AB
halobetasol propionate,C07AB
nexium,C07AB
centrum,C07AB
glipizide,A10BB
lumigan *nf*,A10BB
peg-intron,C07AA
insulin pump,N03AX
verapamil sr,C08DA
vera,C08DA
carbamazepine chewable tabs,N03AF
carbamazepine,N03AF
carbamazepine ,N03AF
clonazepam,N03AE
sucralfate,N03AE
loxapine succinate,N05AH
lipram-cr5,N03AB
peg-intron,N03AB
bosentan (tracleer),N03AB
buprenorphine hcl,N03AB
lodosyn,N03AB
furosemide,N03AB
ipratropium bromide neb,N03AB
metoprolol tartrate,N03AB
aspirin ec,C01BD
lotemax,C01BD
avodart,C01BD
amiodarone oral suspension,C01BD
sevelamer carbonate,C01BD
namenda,C01BD
pacerone,C01BD
labetalol hcl,C07AG
renaphro,C07AG
enalapril maleate,C09AA
d5w,C09AA
potassium chloride,C09AA
buspirone,N05BE
famotidine (po),A02BA
requip xl,A02BA
lidocaine 1% p.f.,A02BA
vesicare,A02BA
insulin pump (self administering medication),A02BA
symbicort,C09AA
femhrt 1/5,N05BE
solifenacin,G04BD
nevanac,G04BD
vesicare,G04BD
concerta (methylphenidate),G04BD
acetazolamide,S01EC
acetazolamide s.r.,S01EC
clobetasol,D07AD
nystatin cream,A01AC
nystatin cream,C05AA
nystatin cream,D07AB
nystatin cream,D07XB
nystatin cream,H02AB
nystatin cream,R01AD
nystatin cream,R03BA
nystatin cream,S01BA
clotrimazole 1% vaginal cream,A01AB
clotrimazole 1% vaginal cream,D01AC
clotrimazole 1% vaginal cream,G01AF
xibrom,S01EC
carbamazepine suspension,N03AF
fidaxomicin,A07AA
golytely,B05CB
premarin,B05CB
golytely,B05XA
premarin,B05XA
golytely,A06AD
premarin,A06AD
golytely,A12CA
premarin,A12CA
golytely,A12BA
premarin,A12BA
testosterone 4 mg patch,G03BA
estraderm,G03CA
*nf* estraderm,G03CA
alora,G03CA
estradiol transdermal patch,G03CA
neo*po*ursodiol,A05AA
doxycycline hyclate,A01AB
doxycy,A01AB
atripla,A01AB
doxycycline monohydrate,A01AB
vytorin 10-40,A01AB
doxycycline hyclate,J01AA
doxycy,J01AA
atripla,J01AA
doxycycline monohydrate,J01AA
vytorin 10-40,J01AA
imipramine hcl,N06AA
junel 1.5/30 (21),N06AA
lactaid,N06AA
propafenone hcl,C01BC
rythmol sr,C01BC
sulfameth/trimeth ss (self med),J01EC
sulfame,J01EC
zaditor (ketotifen),J01EC
sulfameth/trimeth ss (self med),J01EA
sulfame,J01EA
zaditor (ketotifen),J01EA
sulfameth/trimeth ss (self med),J01EE
sulfame,J01EE
zaditor (ketotifen),J01EE
agrylin,L01XX
anagrelide hcl,L01XX
carbatrol,N03AF
carbamazepine er,N03AF
mesalamine,A07EC
pentasa,A07EC
mesalami,A07EC
lanthanum,V03AE
procarbazine hcl,L01XB
levocar,A16AA
carn,A16AA
citalopram,N06AB
thiamine study drug (*ind*),A11DA
filgrastim,L03AA
insulin lispro 75/25,A10AB
insulin lispro 75/25,A10AC
